Type,Cons_per_e,Itinerary,Avg_Slope,Shape_Leng
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.86976643,24076.02039
Main Road,,"Tabula Peutingeriana, Via Latina",1.011538639,11297.7822
Main Road,,"Tabula Peutingeriana, Via Latina",11.19819021,61.65251984
Main Road,,"Tabula Peutingeriana, Via Latina",2.756942827,9284.233827
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.886212007,18142.47161
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.32152262,3146.797936
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.074978406,7692.19258
Secondary Road,Augustus (3-4 CE),Itinerarium Antonini,5.730850087,13866.34526
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",3.42216755,13984.71204
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",1.660118527,9090.464717
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",1.046059599,10739.59101
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",1.541136856,4068.986415
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",2.033291445,18400.16928
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",2.363101973,1061.983036
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",4.33928839,19821.30128
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",1.927128926,9887.554122
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",4.648773619,359.8370354
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",2.045175093,24442.24309
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Labicana",2.916741634,4743.85141
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Labicana",2.590108556,2449.626433
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Labicana",1.698234158,14146.71903
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Labicana",4.046941603,12282.40262
Main Road,Septimius Severus (198 CE),"Tabula Peutingeriana, Via Severiana",1.336789876,12233.95839
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.151132739,1304.196245
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.162817382,21431.56304
Main Road,Trajan (101-102 CE),"Tabula Peutingeriana, Itinerarium Antonini",4.402982133,12326.95416
Main Road,,,1.385055969,30256.17268
Secondary Road,,Itinerarium Antonini,0.970407085,13215.2848
Secondary Road,,,5.441529886,28055.11195
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",6.570171681,27454.96694
Secondary Road,Augustus (3-4 CE),Tabula Peutingeriana,2.824358441,13765.9505
Secondary Road,Augustus (3-4 CE),Tabula Peutingeriana,1.232785164,1966.694774
Secondary Road,Augustus (3-4 CE),Tabula Peutingeriana,1.007811538,6389.165895
Main Road,Augustus (3-4 CE),"Tabula Peutingeriana, Itinerarium Antonini",2.978200374,30804.8539
Main Road,Augustus (3-4 CE),"Tabula Peutingeriana, Itinerarium Antonini",2.050396145,11337.10262
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",3.781432376,49725.02484
Main Road,Claudius (48-49 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Valeria",2.376088202,10104.82489
Main Road,Claudius (48-49 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Valeria",3.103932896,9356.778934
Main Road,Claudius (48-49 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Valeria",2.984655283,25033.67062
Main Road,Claudius (48-49 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Valeria",5.475163728,13889.08045
Main Road,Marcus Valerius Messalla (154 BCE),"Itinerarium Antonini, Via Valeria",6.928395595,2258.59751
Main Road,Marcus Valerius Messalla (154 BCE),"Itinerarium Antonini, Via Valeria",4.161042833,35943.45824
Main Road,Marcus Valerius Messalla (154 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Valeria",6.016821197,3353.720052
Main Road,Marcus Valerius Messalla (154 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Valeria",4.46901089,15183.6525
Main Road,Marcus Valerius Maximus (307 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Tiburtina",4.599841235,3594.053794
Main Road,Marcus Valerius Maximus (307 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Tiburtina",2.100889802,25050.13874
Secondary Road,,,7.677497321,2340.61551
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",2.973472297,14368.13912
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",4.011665793,908.1188142
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",2.349136603,4136.719535
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Latina",2.495118686,6721.696816
Main Road,Lucius Caecilius Metellus Calvus or Lucius Caecilius Metellus Diadematus (142-117 BCE),"Tabula Peutingeriana, Via Caecilia",4.410269386,21108.29459
Main Road,Late Republic (72-30 BCE),"Tabula Peutingeriana, Via Salaria",5.218443254,21839.49301
Main Road,Late Republic (72-30 BCE),"Tabula Peutingeriana, Via Salaria",3.98933984,49054.51384
Main Road,Late Republic (72-30 BCE),"Tabula Peutingeriana, Via Salaria",4.014415418,2156.689338
Main Road,Late Republic (72-30 BCE),"Tabula Peutingeriana, Via Salaria",1.53624529,26498.85452
Secondary Road,,,0.782029081,41751.86197
Secondary Road,,,3.319550275,29193.65141
Main Road,,,4.016575671,33596.4187
Main Road,,Tabula Peutingeriana,11.21651942,664.7587136
Main Road,,Tabula Peutingeriana,3.733949615,15147.43826
Main Road,,Tabula Peutingeriana,2.874657476,40631.00986
Secondary Road,,,3.151996878,21135.2021
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.97633405,4619.031236
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.849475807,553.7191685
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.290274462,15085.19865
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.31760126,22286.55911
Secondary Road,,,6.661758523,10751.39633
Secondary Road,,Tabula Peutingeriana,6.470441597,16580.10076
Secondary Road,,Tabula Peutingeriana,12.35272248,10216.93442
Secondary Road,,,9.327466238,19281.5573
Secondary Road,,,4.202758322,675.9452288
Secondary Road,,,8.380305798,11276.45923
Secondary Road,,,9.408814897,1979.847452
Secondary Road,,,13.04588081,218.9408965
Secondary Road,,,11.86654935,179.673366
Secondary Road,,,4.888250626,245.9311045
Secondary Road,,,11.9952778,1503.98607
Secondary Road,,,10.42704338,132.5045105
Secondary Road,,,5.328774833,3953.062873
Secondary Road,,,8.522325513,12378.47325
Secondary Road,,,4.793399278,15826.95015
Secondary Road,,Tabula Peutingeriana,1.214523101,5902.428235
Secondary Road,,Tabula Peutingeriana,1.304575199,4828.013824
Secondary Road,,Tabula Peutingeriana,1.759134521,14043.838
Secondary Road,,Tabula Peutingeriana,2.843049592,9837.539503
Secondary Road,,,9.777879155,1819.946918
Secondary Road,,,7.628166677,5373.41572
Secondary Road,,,4.786017646,1713.16384
Secondary Road,,,10.06910331,230.105592
Secondary Road,,,11.5748053,6811.570086
Secondary Road,,,5.569667721,321.6135772
Secondary Road,,,5.18609634,8602.793117
Secondary Road,,,2.57887631,8379.960218
Secondary Road,,,9.154354783,8259.671779
Secondary Road,,,0.89501051,1472.880314
Secondary Road,,,1.371582247,4125.614406
Secondary Road,,,1.808474718,9702.690244
Secondary Road,,,2.239717957,5707.86562
Secondary Road,,,1.608591121,6213.000737
Secondary Road,,,3.747736969,4689.639166
Secondary Road,,,4.107542718,9452.997769
Secondary Road,,,1.974853234,4973.91756
Secondary Road,,,2.677498506,2374.530771
Secondary Road,,,1.281124195,9934.696794
Secondary Road,,,1.425736428,13227.82397
Main Road,,"Tabula Peutingeriana, Via Clodia",3.419307273,103636.9768
Main Road,,Via Clodia,5.275529472,47170.87892
Secondary Road,,,4.443657368,35046.45461
Secondary Road,,,4.378875769,103331.5431
Secondary Road,,,2.863528002,19928.45627
Secondary Road,,Itinerarium Antonini,4.445682863,22545.55609
Secondary Road,,Itinerarium Antonini,4.815426906,63693.09334
Secondary Road,,,6.954935298,34161.66277
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Cassia",0.858779161,28994.90882
Main Road,Gaius Aurelius Cotta (241 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aurelia",0.996621052,20985.70372
Main Road,Gaius Aurelius Cotta (241 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aurelia",1.376910421,38011.53734
Main Road,Gaius Aurelius Cotta (241 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aurelia",1.356506358,324.4182037
Main Road,Gaius Aurelius Cotta (241 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aurelia",1.253915666,1082.251187
Secondary Road,,,2.190911936,14850.29938
Main Road,Titus Annius Rufus (131 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Annia",0.839129709,45871.61602
Main Road,,Via Claudia Augusta,0.646853283,677.8823748
Main Road,,Via Claudia Augusta,0.880207498,23043.90641
Main Road,,Tabula Peutingeriana,2.179098788,3266.472648
Main Road,,Tabula Peutingeriana,4.817298904,12733.7761
Main Road,,Tabula Peutingeriana,3.613294143,6016.906201
Main Road,,Tabula Peutingeriana,3.351591357,5634.369639
Secondary Road,,,2.054543904,3240.999614
Secondary Road,,,4.585112913,9789.776063
Secondary Road,,,2.015183848,12159.03187
Secondary Road,,,0.777241605,5777.192307
Secondary Road,,,2.081996571,1863.881747
Secondary Road,,,0.760185308,11227.73077
Secondary Road,,,0.819998409,31601.42427
Secondary Road,,,5.160548763,926.5969087
Secondary Road,,,0.848726103,30939.93481
Secondary Road,,,1.048914502,8879.55967
Secondary Road,,,1.016656062,7918.692186
Main Road,,Via Claudia Augusta,0.957368486,8778.696396
Main Road,,Via Claudia Augusta,1.520397221,732.9139676
Main Road,Drusus-Claudius (15 BCE-46 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Augusta",0.738877209,44460.69866
Main Road,Drusus-Claudius (15 BCE-46 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Augusta",2.855857279,65321.62727
Main Road,Drusus-Claudius (15 BCE-46 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Augusta",1.717299042,54624.25498
Main Road,Drusus-Claudius (15 BCE-46 CE),"Tabula Peutingeriana, Itinerarium Antonini, Via Claudia Augusta",0.981321906,8316.558083
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",1.064120344,10327.54189
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",1.04144024,40299.28731
Main Road,,Via Claudia Augusta,7.143256949,47536.56506
Main Road,,Via Claudia Augusta,4.846655616,30883.20099
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.049087819,5354.964546
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.369392809,58079.53823
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.107969527,419.1502984
Secondary Road,,,3.22423083,26180.66848
Secondary Road,,,2.486375146,6468.020447
Secondary Road,,,8.71138164,21183.87092
Secondary Road,,Tabula Peutingeriana,1.159202318,49185.19853
Main Road,,Tabula Peutingeriana,2.737504125,47557.94472
Main Road,,Tabula Peutingeriana,1.084061346,55355.34358
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Itinerarium Antonini, Via Postumia",1.146637574,39424.11186
Main Road,Marcus Aemilius Scaurus (109 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aemilia Scauri",1.466168109,41722.30531
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.576660673,1410.706479
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.213364529,50199.00074
Main Road,Marcus Aemilius Scaurus (109 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aemilia Scauri",9.395518684,19856.02686
Secondary Road,,,1.238239797,33703.35317
Secondary Road,,,1.278771798,16483.3263
Secondary Road,,,1.004146967,30269.39073
Secondary Road,,Tabula Peutingeriana,1.150973611,27654.37106
Main Road,,Itinerarium Antonini,0.704809278,32519.80581
Main Road,,Itinerarium Antonini,1.099890207,17218.19599
Main Road,,Itinerarium Antonini,1.724483919,7046.243524
Main Road,,Itinerarium Antonini,0.874860033,32576.4358
Main Road,Spurius Postumius Albinus Magnus (148 BCE),Via Postumia,1.017221275,31411.12747
Secondary Road,,,1.198976219,34759.14773
Secondary Road,,,1.510865673,47947.18866
Secondary Road,,,2.392521307,2180.209974
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.810010869,6023.83186
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Via Postumia",0.820061858,33618.74775
Secondary Road,,,1.287812945,30313.23839
Secondary Road,,,0.84087953,18610.66597
Main Road,Augustus-Claudius (12 BCE-47 CE),Itinerarium Antonini,0.830219936,21207.39234
Main Road,Augustus-Claudius (12 BCE-47 CE),"Tabula Peutingeriana, Itinerarium Antonini",1.278152336,45617.62242
Main Road,Augustus-Claudius (12 BCE-47 CE),"Tabula Peutingeriana, Itinerarium Antonini",2.642236627,2139.009036
Secondary Road,,Itinerarium Antonini,1.351639319,2263.04318
Secondary Road,,Itinerarium Antonini,1.124195872,47963.32968
Secondary Road,,,0.912395921,23376.98337
Main Road,Augustus-Claudius (12 BCE-47 CE),Itinerarium Antonini,1.102566916,35896.39966
Main Road,Augustus-Claudius (12 BCE-47 CE),Itinerarium Antonini,0.988933858,10819.03163
Main Road,Augustus-Claudius (12 BCE-47 CE),"Tabula Peutingeriana, Itinerarium Antonini",2.667749608,65448.84226
Main Road,,Tabula Peutingeriana,2.625578537,55246.48816
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.750804785,2652.215974
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.729334914,2950.18081
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.564688216,37155.11756
Main Road,,,1.328665688,37751.08535
Main Road,,Itinerarium Antonini,0.93537935,31381.84304
Main Road,,,0.937764685,18844.51111
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.770151893,29315.67518
Main Road,Septimius Severus Caracalla and Geta (201 CE),"Tabula Peutingeriana, Itinerarium Antonini",1.413132432,1556.745945
Main Road,Septimius Severus Caracalla and Geta (201 CE),"Tabula Peutingeriana, Itinerarium Antonini",1.072674398,521.4978498
Main Road,Septimius Severus Caracalla and Geta (201 CE),"Tabula Peutingeriana, Itinerarium Antonini",4.951595049,79556.50384
Secondary Road,,,1.014944114,25305.08989
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",1.274894154,22194.08958
Main Road,Claudius (41-54 CE),"Tabula Peutingeriana, Itinerarium Antonini",3.597504308,16483.27562
Main Road,Claudius (41-54 CE),"Tabula Peutingeriana, Itinerarium Antonini",1.357954539,2797.291359
Main Road,Claudius (41-54 CE),"Tabula Peutingeriana, Itinerarium Antonini",1.507202659,7726.610611
Main Road,Claudius (41-54 CE),"Tabula Peutingeriana, Itinerarium Antonini",0.852497604,35477.78505
Main Road,,Itinerarium Antonini,3.768050329,1127.970316
Secondary Road,,,2.758711266,42153.53947
Secondary Road,,,7.986289887,28567.44054
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",5.604412123,33197.08626
Secondary Road,,,4.552285292,24238.0681
Secondary Road,,,1.999292884,48204.27763
Secondary Road,,,1.061587943,41325.7604
Secondary Road,,,0.722720448,35031.93469
Secondary Road,,,2.514057568,55060.80989
Secondary Road,,,0.791757938,69188.71137
Secondary Road,,,0.861981641,87416.50645
Secondary Road,,Itinerarium Antonini,0.862460403,28097.88151
Secondary Road,,Itinerarium Antonini,0.713426033,42438.34194
Secondary Road,,Tabula Peutingeriana,0.806710384,31903.69395
Secondary Road,,Tabula Peutingeriana,0.69634987,12423.82772
Secondary Road,,,0.836108251,38933.45508
Secondary Road,,,0.691317586,26430.97835
Secondary Road,,,0.892772551,13354.33082
Secondary Road,,,0.969001955,25781.6537
Secondary Road,,Itinerarium Antonini,0.931195517,19009.95616
Secondary Road,,Itinerarium Antonini,0.705179559,33756.20062
Secondary Road,,,1.657769714,59629.76439
Secondary Road,,,1.744877231,61165.65101
Secondary Road,,Tabula Peutingeriana,0.716277066,13967.98012
Secondary Road,,Tabula Peutingeriana,1.00070746,38549.95673
Secondary Road,,,2.406441167,14570.31564
Secondary Road,,,0.77536446,36187.35602
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Ostiensis",1.478392663,19067.41962
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Ostiensis",1.996525531,4498.939945
Main Road,Septimius Severus (198 CE),Via Severiana,0.823110188,3292.584141
Main Road,,"Itinerarium Antonini, Via Portuensis, Via Campana",3.385140308,1953.262246
Main Road,,Via Campana,1.640073399,13614.97104
Main Road,Spurius Postumius Albinus Magnus (148 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Postumia",0.778831607,33650.97652
Main Road,,"Itinerarium Antonini, Via Portuensis",3.139576642,12672.30557
Main Road,,"Itinerarium Antonini, Via Portuensis, Via Campana",2.44220778,1017.729045
Main Road,,"Itinerarium Antonini, Via Portuensis, Via Campana",1.095762262,7382.385449
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.208034171,7576.254958
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Laurentina",2.455792413,10224.22284
Secondary Road,,"Tabula Peutingeriana, Via Laurentina",1.189261304,4504.979172
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Laurentina",1.994258322,5563.119895
Main Road,Appius Claudius Caecus (312 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Appia, Via Latina",2.080203185,725.0997658
Secondary Road,,Via Ardeatina,2.214488039,1332.925678
Secondary Road,,Via Ardeatina,2.486374695,29920.33089
Secondary Road,,Via Ardeatina,0.903406855,1313.281816
Secondary Road,,Tabula Peutingeriana,1.827983211,7409.857909
Secondary Road,,,2.3021781,6810.982861
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Praenestina",2.069763457,15456.70034
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Praenestina",2.884635312,17740.53862
Secondary Road,,Itinerarium Antonini,2.812337626,2050.049301
Secondary Road,,Itinerarium Antonini,1.614172046,3208.252737
Secondary Road,,Itinerarium Antonini,2.786743261,6070.518166
Secondary Road,,,3.369013444,5945.355323
Secondary Road,,,5.178600192,2443.261962
Secondary Road,,,4.627920988,5758.475321
Secondary Road,,,3.327839168,10879.65745
Secondary Road,,,2.224098417,10068.09645
Secondary Road,,,1.796979859,5016.172193
Secondary Road,,,2.168514314,6344.314702
Secondary Road,,,2.619592909,4609.482334
Secondary Road,,,1.748742112,8359.186525
Secondary Road,,,4.130465238,2951.501783
Secondary Road,,Tabula Peutingeriana,7.805142236,16841.05966
Secondary Road,,Tabula Peutingeriana,2.953584247,16797.45512
Main Road,Marcus Valerius Messalla (154 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Valeria",5.331741753,5243.648242
Main Road,,Itinerarium Antonini,2.958848694,2432.909341
Secondary Road,,,8.815176238,7140.653827
Main Road,Marcus Valerius Messalla (154 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Valeria",3.393812238,5325.672882
Secondary Road,,Tabula Peutingeriana,5.064649028,8332.516426
Secondary Road,,Tabula Peutingeriana,4.98145853,19900.36065
Secondary Road,,Tabula Peutingeriana,5.534323895,565.3278025
Secondary Road,,Tabula Peutingeriana,4.968675941,8530.947589
Secondary Road,,,2.648118432,4488.30376
Secondary Road,,,3.727276564,6572.625581
Secondary Road,,,2.273715774,12771.92277
Secondary Road,,,1.263706765,7887.230702
Secondary Road,,,5.179868649,1629.606006
Secondary Road,,,2.890304437,10977.12266
Secondary Road,,,4.019529802,24589.53536
Secondary Road,,,4.611146376,23569.92557
Secondary Road,,,4.494987414,15758.42873
Secondary Road,,,3.625287827,55187.02355
Secondary Road,,,2.966025937,9482.898223
Secondary Road,,,2.680570476,19454.49626
Secondary Road,,,2.443297118,25302.37894
Secondary Road,,,3.928359501,9837.012433
Secondary Road,,,4.97853571,26202.52608
Secondary Road,,,1.759517083,19207.98691
Secondary Road,,,3.40069461,18573.08056
Secondary Road,,,4.65245097,54561.6439
Secondary Road,,Tabula Peutingeriana,1.04303253,9726.405677
Main Road,Marcus Valerius Messalla (154 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Valeria",6.741414719,22472.21773
Secondary Road,,Tabula Peutingeriana,2.227666403,6607.947135
Secondary Road,,,3.784320273,74419.1407
Main Road,Augustus (12-11 BCE),"Tabula Peutingeriana, Itinerarium Antonini",3.543210606,3455.268006
Main Road,Augustus (12-11 BCE),"Tabula Peutingeriana, Itinerarium Antonini",4.053946156,11998.67036
Main Road,Augustus (12-11 BCE),"Tabula Peutingeriana, Itinerarium Antonini",1.370385288,14577.64638
Secondary Road,,,1.076347552,10035.14562
Secondary Road,,,2.083781161,4399.717553
Secondary Road,,,3.017428246,5225.460312
Secondary Road,,,2.010105483,8781.292925
Secondary Road,,,2.749224593,20840.78458
Secondary Road,,,0.914754552,3626.418204
Secondary Road,,,3.079522838,28813.07178
Secondary Road,,,3.325366014,30196.93886
Secondary Road,,,1.717268926,11918.31928
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.257984339,3969.015905
Secondary Road,,,2.533094019,32325.74812
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.755538873,18062.99339
Secondary Road,,Tabula Peutingeriana,3.518766841,25175.18327
Secondary Road,,Tabula Peutingeriana,4.18379623,36276.04973
Secondary Road,,Tabula Peutingeriana,5.278789352,9360.778466
Secondary Road,,,4.439110246,54449.33903
Secondary Road,,,1.066673517,6620.396057
Secondary Road,,,0.930264911,12489.9352
Secondary Road,,,2.908196219,22229.90511
Secondary Road,,Itinerarium Antonini,0.871551647,35178.33362
Secondary Road,,Itinerarium Antonini,0.858104493,24478.12654
Secondary Road,,,0.920379489,19275.7008
Secondary Road,,Itinerarium Antonini,1.395804091,5109.695897
Secondary Road,,Itinerarium Antonini,0.943939861,44582.06594
Main Road,Constantine the Great (326 CE),,0.887823833,47959.18525
Secondary Road,,,0.827594955,21050.97803
Secondary Road,,,0.978136948,10547.81534
Secondary Road,,,0.971040465,47942.6009
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.736446666,18534.4179
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.88390873,1019.444126
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.189343137,25644.6367
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.809915289,17945.78409
Main Road,,Tabula Peutingeriana,0.886211451,30736.32183
Secondary Road,,,0.916907722,72169.56081
Secondary Road,,Itinerarium Antonini,0.940206763,9631.073276
Secondary Road,,Itinerarium Antonini,0.882696856,17187.09697
Secondary Road,,,0.840723021,16533.39545
Secondary Road,,,1.130791611,8244.094574
Secondary Road,,,1.239672654,9453.572663
Main Road,,Tabula Peutingeriana,3.47604346,74792.20694
Secondary Road,,,1.312982898,24939.93966
Secondary Road,,,5.210750216,127899.9833
Secondary Road,,,3.360968574,65258.70968
Secondary Road,,,1.068917384,22673.88055
Secondary Road,,,0.849592816,51664.81838
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.489712493,12348.52256
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.23081003,12126.37308
Main Road,Gaius Aurelius Cotta (241 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aurelia",1.531576815,51038.8574
Secondary Road,,,1.638553086,11775.7467
Secondary Road,,,3.378760867,5304.943408
Secondary Road,,,1.039416771,4464.061032
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",3.514339815,44407.13476
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",2.994404853,18940.59883
Secondary Road,,,2.793589801,637.5499572
Secondary Road,,,1.31787801,11629.2501
Secondary Road,,,1.398055754,8905.565355
Secondary Road,,,3.673286329,70809.86918
Secondary Road,,Itinerarium Antonini,4.910039899,37980.36613
Secondary Road,,,1.268242384,27093.22904
Secondary Road,,,1.346639299,58321.38243
Secondary Road,,,1.994514094,41994.88586
Secondary Road,,Tabula Peutingeriana,1.941417789,12259.94569
Secondary Road,,Tabula Peutingeriana,0.86729091,15752.57309
Secondary Road,,,0.730258233,31038.55761
Secondary Road,,,2.507897586,63081.49875
Secondary Road,,,2.072978304,48250.11356
Secondary Road,,"Tabula Peutingeriana, Via Nomentana",2.600937157,21014.94336
Secondary Road,,Via Nomentana,2.048973928,8947.454976
Main Road,Lucius Caecilius Metellus Calvus or Lucius Caecilius Metellus Diadematus (142-117 BCE),"Tabula Peutingeriana, Via Caecilia",1.879634659,5737.797634
Main Road,Lucius Caecilius Metellus Calvus or Lucius Caecilius Metellus Diadematus (142-117 BCE),Via Caecilia,6.139155189,79497.2366
Main Road,Lucius Caecilius Metellus Calvus or Lucius Caecilius Metellus Diadematus (142-117 BCE),Via Caecilia,5.112189893,999.0581475
Secondary Road,,Itinerarium Antonini,3.728446565,13974.28678
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",5.017717061,12698.71254
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",3.004503531,11204.40507
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini",3.07597525,25565.34646
Secondary Road,,Itinerarium Antonini,4.169326022,45279.74802
Secondary Road,,Itinerarium Antonini,3.460606481,56350.63534
Secondary Road,,Itinerarium Antonini,4.995121583,52854.43675
Secondary Road,,,2.860507315,7533.110528
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.528913741,5313.001329
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",1.047501221,41909.62044
Secondary Road,,,4.012547785,82911.24576
Secondary Road,,,6.865041431,15102.01787
Main Road,,Itinerarium Antonini,6.228593967,34476.30706
Main Road,,Tabula Peutingeriana,1.858885187,73080.91503
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.717596532,10121.80341
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini",0.776070689,15328.19831
Main Road,,,7.419647652,8384.024668
Main Road,,,5.553047749,57541.98671
Main Road,Late Republic (72-30 BCE),"Tabula Peutingeriana, Via Salaria",4.805733027,83744.69242
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Cassia",3.085721105,81082.73307
Main Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Cassia",1.052958591,4506.770149
Secondary Road,,"Tabula Peutingeriana, Itinerarium Antonini, Via Cassia",1.879997523,48949.48374
Main Road,Marcus Aemilius Scaurus (109 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aemilia Scauri",0.8474626,10126.43453
Main Road,Marcus Aemilius Scaurus (109 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Aemilia Scauri",1.165096449,58177.19244
Secondary Road,,,1.345760775,17896.54464
Secondary Road,,,2.486027909,32472.05417
Main Road,,Tabula Peutingeriana,0.965190629,20552.61724
Main Road,Spurius Postumius Albinus Magnus (148 BCE),Via Postumia,0.98989381,33288.87838
Main Road,Titus Annius Rufus (131 BCE),"Tabula Peutingeriana, Itinerarium Antonini, Via Annia",0.925041773,17879.15221
